Favorite,Id,Coin,Buy,Price,1h,24h,7d,30d,Volume in 24h,MarketCapitalization,FDV,FDVCapitalization,VariationGraph
,6615.0,LEOONO by Virtuals  LEO,,"R$ 0,0003532",2.9%,9.8%,19.2%,17.5%,"R$ 70,03",R$ 353.171,R$ 353.171,10.0,
,6617.0,OptionsAI  OPTION,,"R$ 0,04324",-,-,-,-,"R$ 34,99",R$ 367.571,R$ 432.437,85.0,
,6618.0,Mean DAO  MEAN,,"R$ 0,001808",0.0%,55.8%,48.2%,13.4%,R$ 113.248,R$ 353.947,R$ 379.572,93.0,
,6619.0,Alpha Radar AI  ARBOT,,"R$ 0,004898",-,-,-,-,"R$ 74,84",R$ 348.056,R$ 489.795,71.0,
,6620.0,KOI  KOI,,"R$ 0,0003548",-,2.2%,23.3%,21.4%,"R$ 50,03",R$ 354.780,R$ 354.780,10.0,
,6621.0,Hyper  EON,,"R$ 0,0002041",0.1%,3.3%,12.7%,39.1%,"R$ 546,04",R$ 354.800,R$ 354.800,10.0,
,6623.0,Furucombo  COMBO,,"R$ 0,007331",0.1%,0.3%,88.2%,99.2%,R$ 136.411,R$ 353.600,R$ 733.122,48.0,
,6624.0,Drift Token  DRIFT,,"R$ 0,0001269",-,-,-,-,"R$ 991,22",R$ 351.794,R$ 1.142.506,31.0,
,6625.0,4th Pillar FOUR  FOUR,,"R$ 0,001713",-,2.4%,15.0%,3.0%,"R$ 2.471,72",R$ 351.994,R$ 685.033,51.0,
,6627.0,Squirrel Swap  SQRL,,"R$ 0,0003522",1.2%,37.5%,46.4%,84.9%,"R$ 8.268,01",R$ 350.669,R$ 350.669,10.0,
,6628.0,SEED  SEED,,"R$ 0,01753",0.2%,9.6%,12.5%,20.7%,"R$ 92,01",R$ 350.671,R$ 350.671,10.0,
,6629.0,JungleDoge  JUNGLE,,"R$ 0,053498",1.2%,7.7%,2.5%,27.2%,"R$ 1.027,22",R$ 350.412,R$ 350.412,10.0,
,6626.0,No1 tiktok frog (Omochi)  OMOCHI,,"R$ 0,0004092",0.2%,15.9%,12.7%,12.4%,R$ 1.034.761,R$ 350.440,R$ 350.440,10.0,
,6635.0,Magnet  MAGNET,,"R$ 0,0003501",0.8%,10.4%,2.2%,21.6%,"R$ 103,71",R$ 350.342,R$ 350.342,10.0,
,6630.0,Wizardia  WZRD,,"R$ 0,003329",0.1%,1.9%,2.1%,0.3%,R$ 126.499,R$ 349.932,R$ 998.605,35.0,
,6649.0,Spike  SPIKE,,"R$ 0,0003492",1.3%,11.0%,2.9%,9.9%,"R$ 87,15",R$ 349.666,R$ 349.666,10.0,
,6631.0,Equalizer  EQZ,,"R$ 0,007255",-,-,-,-,"R$ 229,58",R$ 362.748,R$ 725.496,5.0,
,6632.0,AutoAir AI  AAI,,"R$ 0,01049",0.3%,0.3%,15.0%,28.7%,"R$ 140,89",R$ 349.190,R$ 1.050.196,33.0,
,6634.0,Frog on ETH  FROG,,"R$ 0,068401",0.7%,7.5%,19.9%,37.6%,"R$ 886,54",R$ 349.076,R$ 349.076,10.0,
,6633.0,GUS  GUS,,"R$ 0,00003486",0.0%,4.1%,7.1%,56.6%,"R$ 4,02",R$ 348.588,R$ 348.588,10.0,
,6636.0,PRIMAL  PRIMAL,,"R$ 0,0001211",0.5%,2.8%,7.7%,5.6%,R$ 154.300,R$ 348.672,R$ 604.575,58.0,
,6637.0,SolGoat  SOLGOAT,,"R$ 0,003466",-,1.8%,2.7%,8.0%,"R$ 66,90",R$ 346.551,R$ 346.551,10.0,
,6638.0,Kappy  KAPPY,,"R$ 0,0003473",0.8%,0.6%,36.7%,73.5%,"R$ 17.339,66",R$ 347.608,R$ 347.794,10.0,
,6640.0,MIST  霞,,"R$ 0,0003479",1.2%,2.6%,17.1%,33.7%,"R$ 9.225,32",R$ 346.022,R$ 346.022,10.0,
,6641.0,ArkiTech  ARKI,,"R$ 0,005132",-,-,-,-,"R$ 387,34",R$ 357.413,R$ 359.250,99.0,
,6639.0,PUPPERS  PUPPERS,,"R$ 0,0003486",1.4%,17.9%,11.6%,50.7%,"R$ 27.341,83",R$ 346.586,R$ 348.559,99.0,
,6656.0,Fourxbt  FXBT,,"R$ 0,0003461",0.2%,2.9%,14.2%,10.6%,"R$ 6.979,90",R$ 346.227,R$ 346.227,10.0,
,6642.0,Alanyaspor Fan Token  ALA,,"R$ 0,258",0.3%,5.0%,10.0%,13.8%,R$ 139.138,R$ 345.843,R$ 773.918,45.0,
,6645.0,BITCOIN Act  BTCACT,,"R$ 0,0345",9.9%,40.7%,19.9%,18.2%,"R$ 14.693,76",R$ 344.969,R$ 344.969,10.0,
,6643.0,UNION Protocol Governance  UNN,,"R$ 0,000562",0.2%,10.3%,10.6%,17.4%,R$ 139.088,R$ 345.644,R$ 561.968,62.0,
,6646.0,Cathena Gold  CGO,,"R$ 0,00003275",0.7%,14.1%,19.0%,12.6%,"R$ 6.256,31",R$ 344.858,R$ 3.503.826,1.0,
,6644.0,Zoomer  ZOOMER,,"R$ 0,0008504",1.1%,8.4%,6.9%,23.0%,"R$ 1.328,39",R$ 345.245,R$ 345.245,10.0,
,6658.0,Kekius Maximus  KEKIUS,,"R$ 0,0003449",1.6%,7.8%,30.3%,26.6%,"R$ 21.866,10",R$ 344.889,R$ 344.889,10.0,
,6647.0,Trivians  TRIVIA,,"R$ 0,001166",0.1%,0.5%,0.8%,13.7%,"R$ 54.313,18",R$ 344.420,R$ 1.166.027,3.0,
,6650.0,UrDEX Finance  URD,,"R$ 0,01471",-,-,-,-,"R$ 66,22",R$ 332.449,R$ 1.471.465,23.0,
,6651.0,BROKIE AI  $BROKIE,,"R$ 0,0003551",-,-,-,-,"R$ 19,50",R$ 355.099,R$ 355.099,10.0,
,6655.0,Sway Social  SWAY,,"R$ 0,006956",0.0%,0.8%,8.5%,12.4%,R$ 297.851,R$ 344.124,R$ 696.057,49.0,
,6648.0,FINXFLO  FXF,,"R$ 0,003585",0.2%,1.3%,7.0%,17.4%,R$ 133.317,R$ 344.184,R$ 537.788,64.0,
,6652.0,Filecoin Standard Full Hashrate  SFIL,,"R$ 0,172",0.1%,0.2%,7.2%,6.2%,R$ 130.775,R$ 343.335,R$ 429.169,8.0,
,6653.0,Bonk 2.0 (Sol)  BONK2.0,,"R$ 0,084629",0.2%,5.5%,13.7%,21.1%,"R$ 3.564,90",R$ 343.827,R$ 379.626,91.0,
,6659.0,Fuse Bridged WBTC (Fuse)  WBTC,Comprar,R$ 442.036,0.7%,10.9%,10.3%,1.7%,"R$ 7.085,16",R$ 343.526,R$ 338.507,101.0,
,6662.0,SEDUX AI  SEDUX,,"R$ 0,0003555",0.9%,6.9%,1.9%,42.7%,"R$ 1.297,39",R$ 343.196,R$ 349.163,98.0,
,6657.0,Swingby  SWINGBY,,"R$ 0,0007621",0.1%,4.7%,23.1%,28.5%,"R$ 92,23",R$ 342.523,R$ 760.725,45.0,
,6660.0,Curiso  CUR,,"R$ 0,0003521",0.1%,6.5%,4.6%,64.8%,"R$ 23.392,91",R$ 342.232,R$ 342.232,10.0,
,6661.0,Scaleswap  SCA,,"R$ 0,01385",0.3%,10.4%,11.2%,16.0%,"R$ 21,71",R$ 341.640,R$ 341.640,10.0,
,6654.0,glonkybot  GLANKER,,"R$ 0,053422",0.2%,11.9%,25.0%,-,"R$ 267,26",R$ 342.195,R$ 342.195,10.0,
,6663.0,Baby Cheems  BABYCHEEMS,,"R$ 0,098138",5.7%,29.4%,21.4%,1.0%,"R$ 194,64",R$ 341.806,R$ 341.806,10.0,
,6664.0,Game Money  GM,,"R$ 0,0003477",0.3%,10.6%,11.0%,14.2%,"R$ 67,05",R$ 340.012,R$ 340.012,10.0,
,6665.0,DREAM by Virtuals  DREAM,,"R$ 0,0003396",2.1%,10.1%,19.6%,36.4%,"R$ 397,06",R$ 339.044,R$ 339.044,10.0,
,6666.0,dFund  DFND,,"R$ 0,001023",0.2%,0.7%,2.4%,15.2%,R$ 123.427,R$ 340.128,R$ 1.023.103,33.0,
,6671.0,Poppy  POPPY,,"R$ 0,0003404",1.4%,9.7%,3.7%,6.0%,"R$ 7.584,32",R$ 340.390,R$ 340.390,10.0,
,6668.0,real.  REAL,,"R$ 0,0003394",0.8%,19.4%,8.6%,39.0%,"R$ 8.741,40",R$ 340.031,R$ 340.031,10.0,
,6667.0,Moonscape  MSCP,,"R$ 0,0003985",-,-,-,-,"R$ 0,9468",R$ 359.301,R$ 442.778,81.0,
,6669.0,ARCS  ARX,,"R$ 0,001929",0.2%,7.2%,9.3%,7.3%,"R$ 98.338,82",R$ 339.647,R$ 771.789,44.0,
,6670.0,Baby Neiro Token  BABYNEIRO,,"R$ 0,068038",1.3%,7.1%,14.4%,40.9%,R$ 150.518,R$ 338.345,R$ 338.345,10.0,
,6672.0,TaskBunny  BNY,,"R$ 0,01462",0.5%,58.2%,58.2%,58.0%,"R$ 9.954,71",R$ 337.762,R$ 13.159.570,3.0,
,6673.0,KCAL  KCAL,,"R$ 0,08674",0.1%,2.2%,1.1%,19.1%,R$ 281.115,R$ 337.574,R$ 4.327.873,8.0,
,6674.0,intellika AI  INTAI,,"R$ 0,0003373",1.0%,9.2%,16.8%,53.6%,"R$ 5.716,70",R$ 337.287,R$ 337.287,10.0,
,6677.0,Heidrun  HEIDRUN,,"R$ 0,0003418",0.9%,8.9%,13.2%,23.8%,"R$ 46.728,58",R$ 336.600,R$ 336.600,10.0,
,6693.0,Little Angry Bunny v2  LAB-V2,,"R$ 0,0187464",0.2%,4.6%,3.1%,11.8%,"R$ 97,61",R$ 336.402,R$ 629.542,53.0,
,6679.0,Ropirito  ROPIRITO,,"R$ 0,0003359",1.2%,10.1%,5.4%,36.8%,"R$ 157,41",R$ 336.455,R$ 336.455,10.0,
,6678.0,DLP Duck  DUCK,,"R$ 0,007428",0.2%,5.3%,5.2%,8.3%,"R$ 6.218,66",R$ 336.278,R$ 496.076,68.0,
,6680.0,Antara Token  ANTT,,"R$ 0,006678",1.0%,1.9%,11.3%,53.2%,R$ 250.535,R$ 335.914,R$ 799.238,42.0,
,6687.0,Adillo  ADILLO,,"R$ 0,0003387",1.7%,13.0%,11.6%,0.7%,"R$ 1.116,19",R$ 335.787,R$ 335.787,10.0,
,6681.0,Buttholes  BHOLE,,"R$ 0,0003353",0.2%,15.3%,34.8%,50.3%,R$ 126.102,R$ 335.755,R$ 335.755,10.0,
,6682.0,Protoken  PRO,,"R$ 0,0003349",2.1%,11.5%,34.7%,62.4%,"R$ 3.390,18",R$ 335.441,R$ 335.441,10.0,
,6683.0,Acid Toad  TOAD,,"R$ 0,09796",0.7%,5.3%,27.5%,42.3%,"R$ 5.972,12",R$ 334.864,R$ 334.864,10.0,
,6686.0,ANDY70B  ANDY70B,,"R$ 0,0003465",1.3%,15.1%,9.8%,19.3%,"R$ 9.571,00",R$ 335.082,R$ 335.082,10.0,
,6684.0,Metaverse Filipino Worker  MFW,,"R$ 0,0003361",1.0%,5.4%,18.1%,18.6%,"R$ 424,93",R$ 334.442,R$ 334.442,10.0,
,6676.0,Vidulum  VDL,,"R$ 0,01785",0.4%,4.2%,15.4%,31.9%,"R$ 3,49",R$ 335.149,R$ 335.149,10.0,
,6685.0,AnyDex  ADX,,"R$ 0,03468",-,-,-,-,"R$ 1.784,57",R$ 346.825,R$ 346.825,10.0,
,6688.0,The Retirement Token  42069K,,"R$ 0,000334",1.2%,18.4%,0.8%,2.5%,"R$ 4.292,43",R$ 333.600,R$ 333.600,10.0,
,6690.0,BOSSU  BOSSU,,"R$ 0,000333",1.8%,14.0%,6.7%,42.9%,"R$ 2.015,79",R$ 333.559,R$ 333.559,10.0,
,6691.0,New Born Haggis Pygmy Hippo  HAGGIS,,"R$ 0,000335",1.2%,10.5%,7.3%,18.9%,"R$ 3.353,70",R$ 333.090,R$ 333.090,10.0,
,6692.0,Not Financial Advice  NFAI,,"R$ 0,00407",-,-,-,-,"R$ 897,13",R$ 344.922,R$ 391.328,88.0,
,6694.0,POPKAT  POPKAT,,"R$ 0,001227",-,-,-,-,"R$ 218,96",R$ 330.589,R$ 330.589,10.0,
,6696.0,Squid Game  SQUID,,"R$ 0,053336",-,8.2%,14.2%,13.4%,"R$ 465,33",R$ 333.564,R$ 333.564,10.0,
,6695.0,Kabosu  KABOSU,,"R$ 0,067914",0.6%,18.6%,8.3%,23.5%,"R$ 11.128,54",R$ 332.925,R$ 332.925,10.0,
,6689.0,BAKSO  BAKSO,,"R$ 0,0003333",1.3%,9.1%,17.3%,23.6%,"R$ 1.252,06",R$ 333.211,R$ 333.211,10.0,
,6697.0,Cat Wif Hat  CWH,,"R$ 0,0003369",1.5%,11.1%,10.3%,29.5%,"R$ 12.017,01",R$ 332.328,R$ 332.328,10.0,
,6699.0,MetaFighter  MF,,"R$ 0,0003147",0.3%,2.4%,31.0%,67.3%,"R$ 30.020,93",R$ 332.476,R$ 472.083,7.0,
,6700.0,SOLAPE  SOLAPE,,"R$ 0,001114",0.1%,7.9%,10.9%,22.3%,"R$ 206,78",R$ 332.466,R$ 332.471,10.0,
,6702.0,Bonsai3  SEED,,"R$ 0,000648",-,-,-,-,"R$ 34.240,47",R$ 342.354,R$ 647.989,53.0,
,6703.0,gAInzy  $GNZ,,"R$ 0,0003691",7.5%,83.4%,81.1%,86.3%,R$ 542.390,R$ 331.546,R$ 368.463,9.0,
,6701.0,Etherparty  FUEL,,"R$ 0,0003352",0.1%,5.3%,7.7%,20.0%,R$ 116.745,R$ 331.782,R$ 335.160,99.0,
,6704.0,Based Andy  ANDY,,"R$ 0,0003299",1.6%,12.1%,13.5%,0.7%,"R$ 2.184,36",R$ 329.858,R$ 329.858,10.0,
,6706.0,GOBI  GOBI,,"R$ 0,0003318",0.9%,10.6%,26.8%,54.2%,"R$ 10.216,18",R$ 330.280,R$ 330.280,10.0,
,6711.0,John the Coin  JOHN,,"R$ 0,000351",2.5%,4.5%,31.1%,42.1%,"R$ 5.545,94",R$ 330.288,R$ 330.288,10.0,
,6707.0,Aldrin  RIN,,"R$ 0,02667",-,17.6%,20.8%,9.1%,"R$ 908,80",R$ 329.695,R$ 1.333.298,25.0,
,6708.0,A51 Finance  A51,,"R$ 0,202",-,-,-,-,"R$ 90,83",R$ 326.930,R$ 756.371,43.0,
,6709.0,Deroute AI  ORB,,"R$ 0,0009553",3.5%,7.6%,3.4%,8.5%,R$ 142.409,R$ 330.017,R$ 954.040,35.0,
,6725.0,Izzy  IZZY,,"R$ 0,067845",1.6%,11.2%,29.0%,46.7%,R$ 167.771,R$ 330.019,R$ 330.019,10.0,
,6705.0,NULL MATRIX  NULL,,"R$ 36,96",1.0%,13.9%,10.6%,44.0%,"R$ 1.790,54",R$ 330.200,R$ 330.200,10.0,
,6698.0,Rainbow Bridged DAI (Aurora)  DAI,Comprar,"R$ 5,84",0.3%,0.3%,1.2%,0.9%,"R$ 1.477,01",R$ 329.797,R$ 329.797,10.0,
,6710.0,Snapcat  SNAPCAT,,"R$ 0,03315",1.4%,1.2%,22.8%,58.7%,"R$ 7,33",R$ 329.410,R$ 329.410,10.0,
,6712.0,MoonLana  MOLA,,"R$ 0,00007867",0.0%,0.2%,2.0%,11.1%,"R$ 45,19",R$ 329.305,R$ 330.217,10.0,
,6713.0,Cora  CORA,,"R$ 0,0003719",-,6.1%,15.1%,28.4%,"R$ 927,72",R$ 327.822,R$ 371.388,88.0,
,6716.0,Ethermon  EMON,,"R$ 0,00224",0.0%,0.1%,10.1%,27.2%,R$ 142.930,R$ 329.356,R$ 896.045,37.0,
,6714.0,WaultSwap  WEX,,"R$ 0,00004369",0.4%,4.3%,2.3%,3.1%,"R$ 104,21",R$ 328.486,R$ 348.850,94.0,
,6715.0,HULVIN  HULVIN,,"R$ 0,0001562",-,3.8%,8.0%,1.6%,"R$ 12,82",R$ 328.056,R$ 328.056,10.0,
,6717.0,Monke  MONKE,,"R$ 0,063282",-,7.6%,24.5%,41.9%,"R$ 8.727,73",R$ 328.151,R$ 328.151,10.0,
,6719.0,CNNS  CNNS,,"R$ 0,0001869",0.0%,0.3%,10.6%,29.9%,"R$ 93.322,92",R$ 328.785,R$ 1.868.939,18.0,
,6718.0,Rewardable  REWARD,,"R$ 0,001324",0.9%,53.1%,59.1%,97.8%,"R$ 7.000,36",R$ 328.017,R$ 1.323.792,25.0,
,6720.0,Jarvis AI  JARVIS,,"R$ 0,0003401",1.1%,11.6%,13.5%,52.6%,"R$ 3.228,00",R$ 327.726,R$ 337.922,97.0,
,6721.0,MATRIX  MATRIX,,"R$ 0,053274",0.1%,30.1%,48.2%,88.0%,"R$ 39.753,63",R$ 327.391,R$ 327.391,10.0,
,6731.0,Pisscoin  PISSCOIN,,"R$ 0,0003277",2.1%,13.9%,4.1%,102.0%,"R$ 4.965,35",R$ 327.588,R$ 327.588,10.0,
,6722.0,Banana  N,,"R$ 0,000348",-,-,-,-,"R$ 4.050,53",R$ 347.972,R$ 347.972,10.0,
,6723.0,Trump Mania  TMANIA,,"R$ 0,0003384",-,-,-,-,"R$ 20,51",R$ 338.388,R$ 338.388,10.0,
,6724.0,Swap  XWP,,"R$ 0,01915",-,-,-,-,"R$ 265,25",R$ 338.585,R$ 338.612,10.0,
,6727.0,Libra Credit  LBA,,"R$ 0,0004841",1.5%,3.3%,22.0%,21.4%,R$ 132.733,R$ 326.518,R$ 483.731,68.0,
,6734.0,Defina Finance  FINA,,"R$ 0,005541",0.6%,0.2%,34.2%,56.5%,"R$ 11.277,83",R$ 326.302,R$ 326.302,10.0,
,6728.0,Degen AI by Virtuals  DGENAI,,"R$ 0,0004638",2.9%,7.9%,15.1%,20.8%,"R$ 484,83",R$ 324.667,R$ 463.810,7.0,
,6730.0,PUMLx  PUMLX,,"R$ 0,002633",0.6%,6.5%,31.2%,65.2%,R$ 376.260,R$ 326.006,R$ 1.302.895,25.0,
,6729.0,Idavoll DAO  IDV,,"R$ 0,0004134",0.0%,4.8%,0.2%,12.6%,R$ 136.654,R$ 326.216,R$ 826.871,39.0,
,6726.0,Aguri-Chan  AGURI,,"R$ 0,067746",12.1%,2.3%,11.6%,30.2%,R$ 157.438,R$ 325.868,R$ 325.868,10.0,
,6732.0,KumaDex Token  DKUMA,,"R$ 0,0005055",-,3.0%,5.7%,7.8%,"R$ 331,09",R$ 326.870,R$ 519.303,63.0,
,6733.0,croc cat  CROC,,"R$ 0,0003247",1.2%,4.4%,2.2%,3.2%,"R$ 1.057,50",R$ 324.882,R$ 324.882,10.0,
,6735.0,Rabbit Finance  RABBIT,,"R$ 0,003049",0.1%,2.5%,2.8%,8.8%,"R$ 4.090,38",R$ 324.234,R$ 545.396,59.0,
,6736.0,Wagie Bot  WAGIEBOT,,"R$ 0,03423",-,-,-,-,"R$ 16,07",R$ 325.210,R$ 342.326,95.0,
,6737.0,Bird Dog on Base  BIRDDOG,,"R$ 0,0003241",0.4%,7.1%,20.0%,27.5%,"R$ 1.286,64",R$ 324.053,R$ 324.053,10.0,
,6738.0,Golden Inu  GOLDEN,,"R$ 0,0117916",-,-,-,-,"R$ 85,05",R$ 334.564,R$ 400.563,84.0,
,6740.0,Ginnan Doge's Brother  GINNAN,,"R$ 0,053223",0.7%,3.6%,17.5%,48.0%,"R$ 1.216,78",R$ 322.345,R$ 322.345,10.0,
,6768.0,Ikigai  IKIGAI,,"R$ 0,0003865",1.9%,0.8%,14.7%,16.7%,R$ 781.979,R$ 322.436,R$ 322.436,10.0,
,6739.0,Civfund Stone  0NE,,"R$ 0,093298",0.5%,3.4%,7.4%,13.2%,"R$ 104,77",R$ 322.319,R$ 322.320,10.0,
,6741.0,Motion Coin  MOTION,,"R$ 0,0003567",-,9.1%,5.4%,7.2%,"R$ 309,90",R$ 321.024,R$ 321.024,10.0,
,6742.0,Smoking Chicken Fish  SCF,,"R$ 0,0003448",-,-,-,-,"R$ 1.635,30",R$ 344.839,R$ 344.839,10.0,
,6743.0,I MADE IT UP  SOURCE,,"R$ 0,0003208",1.2%,2.0%,43.0%,52.2%,"R$ 3.275,72",R$ 321.163,R$ 321.163,10.0,
,6744.0,Datamine  DAM,,"R$ 0,1147",-,35.1%,21.8%,23.3%,"R$ 9.148,84",R$ 321.726,R$ 1.935.691,17.0,
,6747.0,DXAI.app by Virtuals  DXAI,,"R$ 0,000329",1.3%,8.5%,13.2%,12.3%,"R$ 8,79",R$ 320.499,R$ 320.499,10.0,
,6748.0,MangoMan Intelligent  MMIT,,"R$ 0,081759",1.1%,12.2%,4.9%,10.1%,"R$ 8.234,74",R$ 319.962,R$ 3.687.024,9.0,
,6745.0,ARMOR  ARMOR,,"R$ 0,001348",0.5%,8.4%,11.9%,13.4%,"R$ 915,48",R$ 319.982,R$ 1.010.931,32.0,
,6749.0,Falcon Project  FNT,,"R$ 0,0000224",-,-,-,-,"R$ 20,70",R$ 311.812,R$ 1.903.783,16.0,
,6746.0,Matrix.Win  MATRIX,,"R$ 0,001465",0.5%,3.9%,27.1%,62.6%,"R$ 3.776,92",R$ 318.947,R$ 318.947,10.0,
,6750.0,hop cat  HOP,,"R$ 0,0003181",1.2%,12.0%,6.7%,41.7%,"R$ 3.897,03",R$ 318.550,R$ 318.550,10.0,
,6751.0,The Css God by Virtuals  WEBSIM,,"R$ 0,0003161",-,-,-,-,"R$ 286,81",R$ 316.079,R$ 316.079,10.0,
,6752.0,Department of Government Inefficiency  DOGIN,,"R$ 0,0003187",0.2%,13.1%,21.6%,36.7%,R$ 129.426,R$ 318.051,R$ 318.051,10.0,
,6753.0,Celer Bridged USDC (Oasys)  USDC,Comprar,"R$ 5,60",0.5%,2.2%,0.7%,4.7%,"R$ 99,74",R$ 318.164,R$ 318.164,10.0,
,6754.0,Frankfrankfrank  $FRANK,,"R$ 0,0003176",0.7%,8.9%,3.5%,42.3%,"R$ 12.034,42",R$ 318.043,R$ 318.043,10.0,
,6755.0,PARADOX  PARADOX,,"R$ 0,3167",0.5%,10.5%,7.6%,18.6%,"R$ 200,00",R$ 317.882,R$ 317.882,10.0,
,6756.0,Mad Meerkat Optimizer  MMO,,"R$ 0,06821",-,-,-,-,"R$ 25,80",R$ 327.374,R$ 328.791,10.0,
,6757.0,We Love Pussy  PUSSY,,"R$ 0,0003174",1.2%,41.3%,10.4%,16.3%,"R$ 16.007,48",R$ 317.926,R$ 317.926,10.0,
,6758.0,Operating System  OPSYS,,"R$ 0,053165",2.4%,19.9%,7.7%,44.5%,"R$ 3.725,17",R$ 317.660,R$ 317.660,10.0,
,6759.0,AADex Finance  ADE,,"R$ 0,1341",-,-,-,-,"R$ 694,84",R$ 335.294,R$ 1.341.176,25.0,
,6760.0,Monkex  MONKEX,,"R$ 0,05414",-,-,-,-,"R$ 1.687,99",R$ 318.308,R$ 318.308,10.0,
,6761.0,Jackpot  777,,"R$ 0,0005764",-,-,-,-,"R$ 0,0847",R$ 312.816,R$ 314.676,10.0,
,6770.0,Ontos  ONTOS,,"R$ 0,000317",2.2%,34.3%,40.8%,70.0%,"R$ 10.957,46",R$ 317.029,R$ 317.029,10.0,
,6762.0,Tokito  TOKITO,,"R$ 0,0007171",-,2.4%,12.9%,37.7%,"R$ 100,87",R$ 316.038,R$ 711.142,44.0,
,6763.0,Golden Age  GOLDEN,,"R$ 0,0003164",1.0%,21.0%,21.2%,6.5%,R$ 203.638,R$ 316.361,R$ 316.361,10.0,
,6764.0,Hootchain  HOOT,,"R$ 0,1862",0.2%,42.2%,40.7%,40.6%,"R$ 1.499,93",R$ 316.561,R$ 316.561,10.0,
,6765.0,Points  POINTS,,"R$ 0,001188",-,-,-,-,"R$ 25,45",R$ 295.782,R$ 295.782,10.0,
,6766.0,Multichain Bridged USDC (Moonbeam)  USDC,Comprar,"R$ 0,2496",2.7%,7.3%,0.9%,17.7%,"R$ 461,11",R$ 315.940,R$ 315.940,10.0,
,6767.0,Good Entry  GOOD,,"R$ 0,0007079",-,-,-,-,"R$ 353,95",R$ 329.882,R$ 476.689,69.0,
,6769.0,Eat Trade Fart  ETF,,"R$ 0,0003157",0.7%,2.9%,32.5%,45.4%,R$ 804.477,R$ 315.480,R$ 315.480,10.0,
,6772.0,SHAWK  SHAWK,,"R$ 0,0003104",-,-,-,-,"R$ 887,30",R$ 309.300,R$ 309.300,10.0,
,6773.0,Datawitch  DATAWITCH,,"R$ 0,0003167",1.6%,1.7%,10.2%,20.1%,"R$ 5.922,54",R$ 314.745,R$ 314.745,10.0,
,6771.0,Wrapped Arsenal FC (Kayen)  WAFC,,"R$ 2,78",0.6%,2.8%,2.7%,4.9%,"R$ 31.248,82",R$ 315.420,R$ 315.420,10.0,
,6774.0,TRRXITTE International  TRRXITTE,,"R$ 0,003131",0.6%,0.4%,0.3%,0.0%,"R$ 6,89",R$ 313.141,R$ 313.141,10.0,
,6776.0,Suilama  SUILAMA,,"R$ 0,0000315",1.5%,1.6%,4.6%,0.0%,"R$ 29,46",R$ 314.723,R$ 314.723,10.0,
,6775.0,TosDis  DIS,,"R$ 4,20",0.1%,7.5%,19.5%,2.0%,R$ 157.530,R$ 314.849,R$ 419.224,75.0,
,6777.0,Axe  AXE,,"R$ 0,04309",-,19.8%,10.6%,12.5%,"R$ 115,02",R$ 314.615,R$ 314.615,10.0,
,6778.0,BabyMarvin Inu  BABYMARVIN,,"R$ 0,067334",-,-,-,-,"R$ 403,84",R$ 308.523,R$ 308.523,10.0,
,6779.0,Neuravox  $VOX,,"R$ 0,00313",0.7%,21.5%,21.7%,59.3%,"R$ 4.124,25",R$ 312.991,R$ 312.991,10.0,
,6782.0,Booty  $BOOTY,,"R$ 0,054544",1.3%,12.8%,13.4%,41.3%,"R$ 829,89",R$ 313.569,R$ 313.569,10.0,
,6780.0,Sumokoin  SUMO,,"R$ 0,004788",-,-,-,-,"R$ 50,56",R$ 310.879,R$ 310.882,10.0,
,6781.0,Claude  CLAUDE,,"R$ 0,0003126",1.2%,6.9%,11.2%,49.2%,"R$ 6.913,92",R$ 313.077,R$ 313.077,10.0,
,6810.0,The Bitcoin Killa  KILLA,,"R$ 14,96",3.2%,13.1%,1.4%,8.3%,"R$ 1.818,05",R$ 312.275,R$ 312.275,10.0,
,6783.0,Coinzix Token  ZIX,,"R$ 0,00005423",0.2%,0.2%,3.0%,3.1%,R$ 133.691,R$ 312.244,R$ 325.358,96.0,
,6784.0,Bomb Crypto (TON)  BCOIN,,"R$ 0,06237",1.1%,1.2%,21.2%,17.1%,"R$ 176,81",R$ 311.869,R$ 6.237.379,5.0,
,6786.0,FintruX  FTX,,"R$ 0,003721",1.0%,2.1%,2.5%,37.7%,"R$ 124,94",R$ 311.872,R$ 374.166,83.0,
,6785.0,Sport Bettor AI  ZEBRO,,"R$ 0,0003104",1.3%,5.6%,19.4%,36.1%,"R$ 137,01",R$ 310.161,R$ 310.161,10.0,
,6789.0,ArgentinaCoin  ARG,,"R$ 0,0003131",1.4%,8.7%,21.2%,3.3%,"R$ 1.319,56",R$ 311.119,R$ 311.119,10.0,
,6788.0,$BTC25  $BTC25,,"R$ 0,0001819",0.3%,10.0%,1.2%,7.3%,"R$ 6.153,04",R$ 311.208,R$ 311.208,10.0,
,6787.0,NeoNet AI by SuiAI  NEONET,,"R$ 0,0003085",1.3%,12.4%,3.5%,43.1%,"R$ 207,50",R$ 310.234,R$ 310.234,10.0,
,6790.0,Landlord Ronald  $LANDLORD,,"R$ 0,0003756",1.2%,10.4%,0.1%,9.6%,"R$ 153,83",R$ 310.039,R$ 310.039,10.0,
,6795.0,Moove Protocol  MOOVE,,"R$ 0,01349",0.5%,1.1%,12.6%,40.5%,"R$ 503,85",R$ 309.576,R$ 309.861,10.0,
,6792.0,Popsmile  POPSMILE,,"R$ 0,0003086",-,0.8%,8.5%,44.4%,"R$ 659,90",R$ 308.627,R$ 308.627,10.0,
